VGR ordrsp verification result !!!
ORDRSP Copy back checked on 2014-12-01 at 2014-12-22_05-29-45
 
Integration Missing ordrsps Count - 5248
 
Database ordrsp count - 17029
 
Integration Missing ORDRSP ID/s list.
----------------------------------------------
ORDER ID | ORDRSP ID
 OR75098107|613934
 OR75098108|613935
 OR75098109|0412952265129712
 OR75098110|613952
 OR75098111|613954
 OR75098113|613955
 OR75098114|E141346
 OR75098115|613957
 OR75098116|19846846
 OR75098117|613964
 OR75098119|613959
 OR75098120|613960
 OR75098121|613966
 OR75098122|613963
 OR75098123|613993
 OR75098124|613994
 OR75098125|613995
 OR75098126|613997
 OR75098127|613999
 OR75098128|614007
 OR75098129|614011
 OR75098130|614013
 OR75098131|614034
 OR75098132|614035
 OR75098133|614038
 OR75098134|614048
 OR75098135|614047
 OR75098136|4994958
 OR75098139|614112
 OR75098140|614115
 OR75098141|614114
 OR75098142|614118
 OR75098147|614122
 OR75098148|614128
 OR75098149|614129
 OR75098150|614132
 OR75098152|614137
 OR75098153|614138
 OR75098154|614141
 OR75098155|614142
 OR75098156|614149
 OR75098157|614155
 OR75098158|614176
 OR75098159|614177
 OR75098160|E141348
 OR75098161|614184
 OR75098162|614202
 OR75098163|614204
 OR75098164|614203
 OR75098165|614206
 OR75098166|614208
 OR75098167|614217
 OR75098169|614224
 OR75098170|614218
 OR75098171|614219
 OR75098172|614226
 OR75098174|614243
 OR75098175|614242
 OR75098176|614241
 OR75098180|614248
 OR75098182|614260
 OR75098183|614263
 OR75098186|614294
 OR75098189|614299
 OR75098190|226615
 OR75098191|614314
 OR75098192|614316
 OR75098193|614319
 OR75098194|614320
 OR75098195|614325
 OR75098196|614329
 OR75098197|614330
 OR75098198|614332
 OR75098199|614335
 OR75098200|614342
 OR75098201|614346
 OR75098203|614349
 OR75098204|614351
 OR75098205|614370
 OR75098208|614424
 OR75098209|4995579
 OR75098210|614428
 OR75098211|614427
 OR75098212|614429
 OR75098213|04121352145131417
 OR75098214|614432
 OR75098215|614433
 OR75098217|19847121
 OR75098218|E141351
 OR75098219|614434
 OR75098220|614438
 OR75098222|614441
 OR75098223|0095045540
 OR75098224|614440
 OR75098225|614436
 OR75098226|614435
 OR75098227|19847122
 OR75098228|04121352145131416
 OR75098237|614647
 OR75098238|614649
 OR75098239|614658
 OR75098240|4996059
 OR75098241|614650
 OR75098242|614656
 OR75098243|18328454
 OR75098244|001050778
 OR75098244|614657
 OR75098245|614651
 OR75098246|614652
 OR75098248|0095047768
 OR75098249|614659
 OR75098250|614661
 OR75098251|614662
 OR75098252|614664
 OR75098253|0268193
 OR75098253|POA20141204143834
 OR75098256|614670
 OR75098257|614669
 OR75098258|614667
 OR75098259|614668
 OR75098260|614672
 OR75098272|001050799
 OR75098272|615034
 OR75098273|615035
 OR75098278|615049
 OR75098279|615047
 OR75098280|615050
 OR75098283|615051
 OR75098284|615056
 OR75098285|615058
 OR75098286|6125882192
 OR75098286|POA20141205080023
 OR75098287|615055
 OR75098289|615053
 OR75098290|615059
 OR75098291|615054
 OR75098293|615072
 OR75098294|615060
 OR75098296|615070
 OR75098298|615063
 OR75098299|615073
 OR75098301|615071
 OR75098302|615069
 OR75098303|615061
 OR75098304|0268223
 OR75098304|POA20141205080136
 OR75098305|615066
 OR75098306|615068
 OR75098309|0512849385134013
 OR75098310|615152
 OR75098317|615236
 OR75098332|615537
 OR75098334|615543
 OR75098335|0268272
 OR75098335|POA20141205115200
 OR75098336|615546
 OR75098337|615545
 OR75098340|615560
 OR75098345|0268270
 OR75098345|POA20141205124457
 OR75098346|615619
 OR75098347|615625
 OR75098348|15836742
 OR75098349|615629
 OR75098350|1116019
 OR75098360|615758
 OR75098362|615832
 OR75098364|4998419
 OR76000862|608284
 OR76000865|609873
 OR76000866|1114106
 OR76000867|611951
 OR76000868|1114420
 OR76000869|1114421
 OR76000870|1115246
 OR76000871|1115602
 OR76611902|608844
 OR76611927|1113842
 OR76611945|611137
 OR76611946|1114210
 OR76611984|1114411
 OR76611985|611947
 OR76611986|1114428
 OR76611988|1114453
 OR76612005|612313
 OR76612023|1115177
 OR76612024|613657
 OR76612025|1115211
 OR76612026|613712
 OR76612029|613992
 OR76612043|6953913
 OR76612043|6954611
 OR76612061|1115740
 OR76612065|6974184
 OR76612065|6974238
 OR76612068|6978146
 OR76612068|6978393
 OR76612072|1115995
 OR76612073|1115996
